convexHull,Elipse,Rec,Circle,Area,Classe
695,3890.6089323608103,4956.0,5811.973446114447,3874.0,bons
622,3400.1417859856238,4332.0,4831.79376192176,3373.5,bons
524,4335.124075608357,5248.0,5452.632354947318,4310.0,bons
748,3877.0450463868356,4864.0,4813.660708100999,3857.0,bons
698,3789.77466679323,4896.0,4433.63947953082,3776.0,bons
531,3506.558123294429,4227.5,4428.105424518941,3472.5,bons
1222,4118.10848238031,5229.0,5530.505445035696,4071.0,bons
646,4270.705524337058,5466.5,5988.687834455065,4232.0,bons
640,4205.78787042708,5429.0,6789.010638467153,4175.0,bons
880,3243.849458367247,3834.0,4142.702986460651,3228.5,bons
746,3277.9925223205078,4248.0,4379.402985437426,3247.5,bons
461,4425.942833319342,5476.5,5656.464428765734,4399.5,bons
653,3512.5113101616776,4350.0,4648.172223379732,3501.0,bons
595,4192.041027778007,4675.0,5994.449044178129,4134.0,bons
680,3889.9662874529618,4832.0,5363.573217259387,3861.5,bons
571,3573.931344023982,4060.0,4713.198057662006,3492.0,bons
869,4498.096092399559,5787.0,5962.769518080035,4489.0,bons
651,4371.151543123436,5548.5,5962.797711859539,4353.5,bons
745,3258.692363312216,4099.0,4285.079828905066,3233.5,bons
800,4565.570708585417,5369.0,6736.559365744309,4500.5,bons
687,3688.6694220876757,4560.0,4916.61730314476,3669.5,bons
398,2964.0199368157564,3655.0,3747.9417752460695,2947.0,bons
858,3749.6034478186366,4543.0,4853.336712730921,3737.5,bons
685,2865.4901686590806,3536.0,3780.654048581844,2852.5,bons
1065,3825.8745712977375,4928.0,4986.808795619329,3814.0,bons
724,3335.381055112851,4161.0,4703.930948699274,3323.0,bons
880,2974.623223631293,3808.0,3657.872658586426,2939.5,bons
733,3831.9691150318326,4704.0,5669.108194093311,3794.5,bons
437,3577.8697335108327,4524.0,5193.862944983746,3569.0,bons
974,4004.229346637687,5208.0,5605.412916606821,3987.5,bons
746,4361.0181280857505,5456.0,6667.987516511663,4327.5,bons
543,3090.1404240695892,3796.0,4244.576013028271,3062.5,bons
659,3066.8820992291517,3944.0,3877.532365021613,3033.5,bons
733,3972.682026676908,4897.0,5588.677662318044,3945.0,bons
486,3417.741361039779,4389.0,5008.986110227421,3402.0,bons
801,2865.001890543149,3640.0,3961.570708333899,2844.0,bons
908,3663.299197249783,4526.0,4449.498328860646,3631.5,bons
475,3042.8527114651565,3834.0,4333.4353226286285,3008.5,bons
1008,3200.862467099635,4060.0,4179.126115933187,3164.5,bons
552,3309.8258923280305,3990.0,4154.778666500921,3291.0,bons
572,3560.001263547279,4368.0,5124.748356006988,3520.5,bons
572,3746.6977608587113,4592.0,5414.520773199282,3704.5,bons
724,3266.7158869500554,3905.0,4237.869752335881,3240.0,bons
1092,3366.7877030518807,4256.0,4908.762740726502,3335.5,bons
795,5773.374575845803,7426.0,7167.233085855195,5755.0,bons
1082,5972.243960484521,7648.0,8835.762382830693,5910.5,bons
527,6120.220884872542,7821.0,8064.2361245925185,6106.5,bons
932,6441.86771312433,8029.0,10186.650061075869,6401.5,bons
1506,7032.040096974385,8586.0,9734.260059485023,6976.5,bons
706,6189.482546371576,7890.0,7439.977695944965,6168.5,bons
618,5180.555930131061,6380.0,6535.906680949421,5147.0,bons
537,5440.51861192907,6532.0,7104.079781035518,5405.0,bons
1082,6530.570321834541,7680.0,8238.072953257191,6464.0,bons
810,6319.266335661762,7950.0,8952.997806565716,6284.0,bons
683,7988.6629195170235,9810.0,10186.650061075869,7946.5,bons
1092,6882.427189606181,8640.0,9346.045781893534,6827.5,bons
1391,7165.444551664825,8502.0,9733.476907869284,7056.5,bons
1350,6869.310623022157,8160.0,9258.412630758912,6719.5,bons
796,5935.704914586756,7435.0,8189.216239489357,5886.5,bons
1092,5557.1245971734525,6900.0,7211.934889295412,5532.5,bons
1275,5748.0064265927895,7384.0,9133.429457222945,5697.5,bons
779,5931.999694360592,7371.0,6841.240281426662,5911.0,bons
520,6389.090113811509,8100.0,8425.355277290064,6326.0,bons
776,5882.890571510678,7275.0,7630.367235406655,5852.0,bons
628,5284.563524181082,6424.0,6397.0965783242755,5242.5,bons
2871,5978.265092072409,7161.0,8684.179747489608,5842.0,bons
905,5729.920272407826,6930.0,7126.928946661449,5657.0,bons
1676,5102.297282709714,6399.0,6862.838582206467,5043.0,bons
624,4796.774778843341,6052.0,6430.962116711197,4770.0,bons
1145,5808.454546701225,7315.0,7724.031032711771,5746.5,bons
932,6163.146203713032,7644.0,8109.981308049084,6137.5,bons
1295,5525.645240274739,6497.0,7351.356988443754,5465.0,bons
24320,5737.225569744977,7315.0,7660.804980306482,5692.5,bons
1349,5050.522429578507,6364.0,6145.612367624666,5004.0,bons
1280,4534.570025930322,5576.0,5692.361650617454,4483.5,bons
1024,5566.850428451444,6351.0,6635.4776371680555,5514.5,bons
540,4716.246470057166,5538.0,5766.9169301443335,4659.0,bons
1267,5495.94897222968,7200.0,7705.683696036674,5347.5,bons
1741,5567.78354905269,7134.0,6558.134842236074,5552.0,bons
2234,5473.308822783346,6450.0,7443.339666126141,5343.5,bons
653,4633.058600115927,5928.0,6361.753166636514,4595.0,bons
1267,5318.393795266385,6675.0,7302.090508204896,5272.5,bons
1229,6365.8106988320105,7739.0,9638.78081730334,6309.0,bons
889,4585.114271077744,5550.0,6267.397467070571,4521.0,bons
936,5406.639108320167,6528.0,7621.5105154030025,5336.0,bons
615,5787.334684873361,7462.0,7377.7625851156,5767.0,bons
766,4933.679028407816,6298.0,7085.346276723263,4909.0,bons
774,4474.290093312782,5544.0,6689.450151440214,4427.0,bons
1191,5470.83976498815,6804.0,6749.869201948983,5415.5,bons
506,4150.445132058926,4880.0,5687.094242331224,4125.0,bons
678,4843.207067283329,6004.0,6172.558887030125,4801.5,bons
1122,4472.208848311957,5561.0,5737.364171946246,4463.5,bons
724,4475.221180316454,5504.0,6010.714474641453,4429.0,bons
483,4588.296675166197,5561.0,5809.63554471995,4545.5,bons
481,4235.126676775201,4984.0,6535.4737626681335,4215.5,bons
597,4787.181635080706,5888.0,6902.108004369718,4767.5,bons
728,4599.146627433368,5768.0,6657.610622330288,4567.0,bons
629,4409.992570607929,5670.0,6541.6092025991375,4393.5,bons
568,4866.674516945649,5893.0,5945.369980927472,4843.5,bons
918,4488.922939156678,5504.0,6470.227399358249,4454.0,bons
395,3778.4911403077126,4697.0,5152.2188602371925,3748.0,bons
738,3845.8427621606943,4774.0,4979.539573777233,3792.5,bons
572,4765.254684348315,5727.0,5861.29500461444,4736.5,bons
922,4264.34923032271,5451.0,5269.285345156171,4243.0,bons
777,4075.5832667206946,5151.0,4875.7764259083715,4049.0,bons
523,4430.513962918701,5628.0,5657.113318156547,4406.0,bons
905,4612.027576187193,5737.5,6296.5653845018105,4579.5,bons
520,3879.97872429377,4758.5,4771.87359080132,3851.0,bons
504,4429.9132480577955,5824.0,7183.281118941903,4403.0,bons
710,3704.0334491092995,4725.0,4801.297343106707,3674.0,bons
516,3723.4730463482215,4484.0,4864.079473286544,3705.0,bons
543,4979.440529772292,6352.5,6248.655391415549,4958.5,bons
738,4000.8228171093724,4977.0,5187.57988468598,3984.0,bons
844,4674.756478410078,5280.0,6620.94414654051,4634.5,bons
998,4301.168306826178,5420.0,6043.444956615873,4272.0,bons
692,4050.544819980086,4788.0,5787.410874709053,4015.5,bons
634,4947.670130852546,6264.0,6350.19278178822,4928.5,bons
448,4036.237954193471,4810.0,4779.232736179263,3997.5,bons
687,3574.1540261693017,4564.0,4497.979334742397,3552.0,bons
483,5036.8240549984275,6285.5,6778.129140362451,5011.5,bons
24064,5074.266729483563,6110.0,7268.943136151045,5026.0,bons
648,4311.110182293768,5508.0,5770.8301611790275,4282.5,bons
594,3504.766129792147,4389.0,4382.639526375136,3483.5,bons
810,4214.143161678428,5184.0,5385.314741749951,4195.5,bons
874,4408.419578917688,5586.0,5511.26298377029,4394.0,bons
625,3373.013010596196,4234.0,4239.578618781073,3359.5,bons
640,4374.190166601249,5185.0,6287.166897051643,4332.5,bons
1024,3407.074372475426,4200.0,4195.542081874461,3379.5,bons
512,3851.3617378885288,4774.0,5495.614267289522,3841.0,bons
923,4481.98274006514,5810.5,6132.415890912841,4462.0,bons
710,4817.431011247132,6072.0,7330.235566518722,4785.0,bons
463,4265.34514121211,5460.0,6152.9960732736445,4257.0,bons
666,3576.159255835646,4484.0,4615.210401533969,3551.0,bons
450,3672.046165903017,4680.0,4423.462475030349,3638.5,bons
407,4787.963752274523,5963.0,6412.337459792301,4760.5,bons
666,3406.646651951355,4292.0,4487.003117577295,3389.5,bons
718,4205.695666698515,5460.0,6165.403415455602,4181.5,bons
715,4294.7024098368265,5451.0,4981.033078178087,4278.5,bons
472,3702.521769246634,4736.0,4867.136594056696,3672.0,bons
550,3581.4797226724572,4575.0,5007.723825418386,3542.5,bons
715,3965.8171254755207,4864.0,4840.055025666956,3946.0,bons
779,4102.37978410622,5084.0,5647.701967097416,4070.5,bons
497,4377.216963911141,5568.0,6157.558094084123,4338.5,bons
523,3802.3945574357936,4774.0,4779.232736179263,3774.5,bons
497,3864.133623836021,4960.0,5284.787585305853,3841.0,bons
486,4115.986600857508,5252.5,6343.883911100833,4087.5,bons
1237,3556.7529241041484,4473.0,4882.9251267751315,3524.5,bons
1049,4552.656915957686,5600.0,5536.254235399432,4519.0,bons
483,4095.5575438772157,5214.0,5129.49777933599,4060.0,bons
405,3865.7449959622177,4697.0,5163.156106325462,3815.5,bons
426,3831.366738669102,4662.0,4608.931573966204,3807.0,bons
480,3626.060069188454,4189.0,4464.38521938042,3601.0,bons
497,3316.9533394690984,4209.0,4204.25927323039,3309.0,bons
680,3347.079090215333,4216.0,4215.02998783887,3324.5,bons
424,3170.8036600172327,3886.0,4080.79724607456,3136.0,bons
486,3692.7871211482666,4620.0,4780.535077439164,3678.0,bons
724,4026.608152867787,5159.5,5300.677851590723,4015.0,bons
475,3457.4874292842014,4161.0,4358.941881088632,3445.0,bons
405,3134.429686021065,3850.0,4176.701453972627,3119.5,bons
424,2798.4577476219342,3498.0,3707.8861544024194,2792.0,bons
597,3110.2250401996343,3963.0,3856.7160398301367,3079.0,bons
458,2804.04332364995,3465.0,3498.9402487251587,2788.0,bons
579,3813.265138336699,4824.0,4557.127495934097,3794.5,bons
461,3773.213849246146,4582.0,5397.652902989583,3721.0,bons
843,3478.7317479035273,4312.0,4813.833341358152,3462.5,bons
819,3246.466918221859,4185.0,3734.896003348163,3217.5,bons
442,3802.475019549855,4620.0,5832.800248799816,3754.5,bons
621,3652.8986380246533,4650.0,4683.566525222153,3616.5,bons
461,3297.9220465787885,3996.0,4569.454135302619,3280.0,bons
480,4022.0109315278423,4720.0,5482.388574397525,3985.5,bons
426,3699.210839415631,4526.0,4610.601653586536,3667.5,bons
373,2916.1935626889262,3618.0,3905.807026847135,2899.5,bons
509,4137.537130908089,4836.0,5328.1671296610375,4117.0,bons
497,2990.2859747541,3740.0,3809.2031750351653,2979.5,bons
405,3398.8203159648874,4277.5,4629.024697821236,3376.5,bons
602,2648.2559556192473,3276.0,3262.7129546953565,2614.5,bons
612,3762.332918176903,4736.0,4845.931066528763,3746.5,bons
504,2985.0977702967652,3791.5,3722.06684968164,2959.5,bons
508,2692.0900291061366,3213.0,3371.8139834304848,2675.5,bons
380,2733.306963874716,3136.0,3513.828510496884,2696.5,bons
680,3125.477649681665,3792.0,5156.164332373304,3098.5,bons
476,3081.296879649267,3968.0,3808.417015706714,3067.5,bons
520,3154.2600387811176,3640.0,3732.738515259004,3137.0,bons
739,3456.5663090054213,4278.0,4151.433971691311,3429.5,bons
