convexHull,Elipse,Rec,Circle,Area,Classe
528,4096.412791467654,5135.0,5309.316716206909,4080.5,bons
840,3587.3059922844527,4284.0,4396.878907041467,3542.0,bons
717,4237.407642890184,5120.0,5381.326181355772,4208.5,bons
807,3840.624537648538,4620.0,4991.701200848376,3818.0,bons
666,3354.1073970499183,3990.0,4292.656114198617,3323.0,bons
543,3477.8310780410466,4332.0,4798.762128301269,3440.5,bons
1145,3467.6919061376675,4320.0,4778.481142579344,3423.0,bons
639,3316.9462812692445,3740.0,4072.655221240602,3260.0,bons
724,3863.544980059045,4698.0,5403.803420145732,3799.5,bons
724,3401.5164009642663,4144.0,4729.562756620444,3328.5,bons
779,3606.77019996203,4514.0,4538.11122443262,3579.0,bons
1235,3845.0235954910004,4872.0,5789.7834006710145,3799.5,bons
683,3567.4709723842348,4266.0,5128.67555047168,3525.5,bons
1210,3702.3610437223992,4307.0,5335.235016318132,3612.0,bons
618,3826.329700116068,4524.0,5444.406441340656,3795.5,bons
605,4394.498097206313,5124.0,5958.010945810719,4357.0,bons
587,4053.053500325515,4816.0,5923.821536341861,3963.5,bons
510,3490.7645332795764,4134.0,4962.748555014647,3438.0,bons
788,3630.8914517653307,4510.0,5382.0523465015685,3611.5,bons
1231,3112.7335588615742,3850.0,4280.442603444298,3062.5,bons
572,4469.493591125705,5146.0,5980.542714162522,4406.5,bons
524,2921.31168187678,3520.0,3513.009327606629,2902.0,bons
1228,2819.335756507858,3720.0,3566.925687077496,2799.0,bons
806,3428.186267156615,3927.0,5027.358411989773,3370.5,bons
889,3183.2374226237757,3942.0,4309.161079886904,3141.0,bons
678,3463.5330420935443,4165.0,5758.821477485904,3426.0,bons
905,3245.574757276712,4125.0,4468.565958892773,3221.0,bons
722,3351.8625400092174,4118.0,4713.9834945795665,3311.5,bons
1075,4034.877577297067,5214.0,5489.7754052943965,4014.5,bons
629,4056.6570610667754,4672.0,5366.651690836729,4012.0,bons
768,4828.981985047008,6106.0,6306.078276264256,4799.0,bons
831,4429.916439310724,5330.0,6473.279955522495,4345.5,bons
1357,4260.211605241766,5135.0,5652.58915770139,4182.0,bons
666,3856.2711517914727,4745.0,4913.096333040119,3827.5,bons
845,4007.187277816673,5016.0,5216.4505494637715,3952.5,bons
801,4326.576196666295,5226.0,5255.683071182543,4301.0,bons
870,3741.966770884755,4588.0,4778.386730149087,3714.5,bons
2105,4851.511005870422,6141.0,7100.028460555358,4712.5,bons
2721,5253.050046010521,6510.0,7616.844503254559,5164.0,bons
2627,4127.818639071449,5100.0,5215.929015064296,4026.0,bons
744,3539.5061235794624,4307.0,4638.670884752921,3522.5,bons
486,4504.100692662577,5710.0,7100.028460555358,4489.5,bons
633,4131.171897563828,5146.0,5756.994987142393,4107.5,bons
486,3222.804955374358,4148.0,3919.618398545381,3206.0,bons
648,4400.8551809981755,5184.0,6473.279955522495,4346.0,bons
710,4416.474329947749,5610.0,6356.255740591932,4402.5,bons
539,3557.868170697617,4560.0,5205.801381407703,3533.0,bons
710,3111.434846515895,3990.0,3991.637729930355,3092.0,bons
553,4173.143770971936,5262.5,5144.696167359022,4156.5,bons
764,3782.3915432605686,4620.0,4918.6665686342185,3764.0,bons
969,3401.37568471327,4485.0,4355.87385786883,3378.0,bons
520,3627.326641983643,4290.0,4502.711125079863,3599.0,bons
500,4553.205375262097,5418.0,6147.679740065884,4524.5,bons
710,3899.7603766770276,5083.5,5318.741692228455,3870.5,bons
843,3241.6927004448225,4221.0,4072.311759988965,3229.5,bons
423,3452.246347614764,4209.0,4282.367101235927,3435.5,bons
547,3718.168672939275,4524.0,5135.4131830203205,3692.5,bons
525,4593.376623400854,5815.5,6063.301540303818,4580.5,bons
475,4348.259081330868,5508.0,5790.767122949304,4316.5,bons
543,3588.8947103975333,4459.0,4952.361709590329,3574.5,bons
435,3930.8303560481404,4592.0,5627.897387973202,3911.0,bons
512,3330.5441472530233,4320.0,4273.374784143609,3323.5,bons
482,4133.4941001457555,5177.5,5263.135363964564,4110.5,bons
472,3223.1014555934225,3976.0,4160.277069112992,3203.0,bons
494,3107.8435540482174,3953.0,3934.081772693026,3072.5,bons
704,3677.3251282496967,4818.0,6115.13733019157,3640.5,bons
435,3224.494066939766,3991.5,3945.477643284618,3199.5,bons
618,3891.734959480954,5005.0,4916.845821085347,3872.0,bons
407,3969.5335432803367,4890.0,5153.443891944177,3950.0,bons
369,3500.780972428358,4420.0,4117.079694071331,3490.0,bons
506,3453.4911083382617,4340.0,4280.442603444298,3442.0,bons
567,3943.1126148637145,4800.0,4794.411851615239,3911.0,bons
435,3097.0595149571086,3795.0,4027.7894132865163,3062.0,bons
471,3128.674151774682,3990.0,4095.84031789086,3099.5,bons
504,3666.131893737042,4543.0,5033.641572648567,3649.5,bons
684,3755.5136194357274,4588.0,4680.444574495574,3730.5,bons
923,3461.3847043070864,4588.0,5345.494640393295,3451.0,bons
1114,3570.7782594211235,4471.5,5293.533528264979,3508.0,bons
461,3530.5439832916263,4466.0,4943.51258978673,3499.0,bons
486,3242.618705136132,3773.0,4914.432901769572,3216.0,bons
534,3790.2751550757303,4582.0,5186.054753355624,3770.5,bons
523,3516.759345179947,4307.0,4629.716598612425,3493.5,bons
395,3464.9602928879945,4176.0,4505.133319620754,3433.5,bons
527,3372.5012784176624,4118.0,4213.684211681731,3359.5,bons
527,3657.0559626557397,4556.0,4577.816554796763,3644.0,bons
405,3002.9088956456967,3417.0,4128.245620933347,2980.0,bons
689,4026.4525680031443,5168.0,5043.066468560809,3996.0,bons
692,3144.0595181913714,4131.5,5080.765525993575,3120.5,bons
527,3546.5562218917157,4466.0,5036.783184860822,3536.0,bons
405,3802.203884985018,4740.0,5296.941219307368,3786.5,bons
586,3263.039348339008,3906.0,4347.987831530008,3238.0,bons
403,4195.374790279214,5390.0,5355.069417256384,4174.5,bons
980,3711.566463274742,4824.0,6007.538234699453,3664.0,bons
551,4237.7582440875485,5115.0,6823.458898270165,4181.5,bons
458,3321.643602424051,4224.0,4439.103110257015,3285.5,bons
572,3652.3804992783917,4650.0,4859.188758014382,3639.5,bons
480,3715.644522323322,4608.0,4518.664740168494,3699.5,bons
615,3825.068843790078,4970.0,4543.552237464012,3806.5,bons
782,3975.97019137204,5064.5,5411.419645669811,3950.0,bons
635,3076.896496768549,3705.0,3940.365033216733,3058.5,bons
614,3087.5134472128643,3762.0,3747.9417752460695,3075.0,bons
506,3348.171542790128,4140.0,3972.8281526448754,3332.5,bons
1008,3912.0542620395454,5005.0,5041.981374374852,3885.5,bons
591,3624.1805767665874,4536.0,4446.162348846089,3610.5,bons
429,4115.507210777672,4914.0,5176.436793514225,4083.5,bons
833,3266.1808834658586,3990.0,4280.442603444298,3236.0,bons
519,3848.4052877757604,4712.0,4852.4973606970425,3837.0,bons
482,3484.52752970652,4270.0,4386.47193285642,3466.0,bons
559,3023.3585629093814,3906.0,4093.5204042289843,3000.0,bons
568,3378.2600436859225,4176.0,4417.967134827715,3344.0,bons
801,3306.467382830663,3933.0,4117.78254496252,3265.5,bons
516,3646.514933401892,4332.0,4847.9081145127475,3627.0,bons
687,3494.0565205892963,4473.0,4790.952706628995,3467.0,bons
572,3904.9595505395796,4819.0,5161.415976595766,3866.0,bons
405,3732.7743879979103,4503.0,5474.251295121696,3712.0,bons
528,3673.478722836661,4599.0,4401.660404927716,3655.5,bons
483,3363.1190440538276,4047.0,4349.46547130167,3320.5,bons
527,4145.364416194168,4897.0,5709.1195084384335,4097.0,bons
446,4480.714122311078,5208.0,6202.317024382622,4453.0,bons
428,3650.8338105601183,4331.0,4888.000782342845,3616.5,bons
568,3956.2762415566435,4897.0,5568.864920948788,3920.0,bons
543,3615.5463166388586,4400.0,5266.687332465966,3583.0,bons
489,4683.059777488887,5695.0,6088.126653688475,4649.0,bons
625,2981.9901440463555,3809.0,3777.7868398587034,2962.5,bons
543,3689.8591678110747,4484.0,4759.938152073702,3655.0,bons
504,3079.886681211996,3740.0,3866.5050279934485,3064.0,bons
543,3390.22541500154,4331.0,4386.496114568737,3361.0,bons
683,3582.2094134708477,4420.0,5863.024065540996,3559.0,bons
476,3525.362078516013,4440.0,4618.899608969524,3500.0,bons
571,3478.7466736901606,4350.0,4678.0228651506195,3462.0,bons
609,3826.191641982764,4720.0,5392.569371977939,3804.5,bons
520,3315.972996445145,4118.0,4207.998858951512,3298.5,bons
1054,6346.707120689655,8074.5,8974.312032494196,6271.0,bons
965,6097.937662207515,7600.0,7679.65461970432,6062.0,bons
1082,6685.806497531402,8528.0,9046.451353455046,6632.5,bons
801,7069.6390733959515,8684.0,10815.023897560346,7003.5,bons
728,6884.448890875479,8692.0,9858.95230320326,6854.0,bons
1144,6875.133840243831,8580.0,9817.511748875639,6822.0,bons
1080,5657.290227656692,7268.0,7164.4319620507,5619.0,bons
994,6762.351832453151,8742.0,8290.900198201793,6743.0,bons
1016,5911.017652200739,6935.0,7808.334327004924,5861.0,bons
683,8667.200292673699,10509.0,10935.762411569847,8618.0,bons
1076,6769.969960602994,8036.0,8129.847205029832,6648.5,bons
1280,7176.386789905174,8991.0,9894.783984241834,7143.5,bons
768,7448.213654225983,8658.0,10307.603963803414,7328.0,bons
1499,5923.279301528679,7327.0,8272.807424808723,5876.0,bons
724,6675.592160254935,7920.0,8803.292237053784,6568.5,bons
1024,5945.703040139513,7526.0,9506.961810107143,5865.5,bons
936,5537.862717997315,6825.0,7174.92840390008,5497.0,bons
517,6017.387576604992,7347.0,7063.115103663478,5998.5,bons
562,6223.1033077430775,7752.0,8342.027476176907,6178.0,bons
916,6638.0505874338305,8262.0,8794.136538542809,6556.5,bons
678,5452.864959609997,6512.0,6699.3249587735745,5402.0,bons
1190,5318.088502884908,6975.0,8137.541510952697,5268.5,bons
779,5401.26766813602,6840.0,6674.193669105434,5355.0,bons
938,4854.407960479044,6030.0,6777.2296078174695,4841.0,bons
972,5758.788095498839,7200.0,7646.667578028073,5718.0,bons
973,4676.689178508349,5938.0,6592.958150311456,4626.5,bons
1004,6154.727315851944,7600.0,8398.294216313854,6095.0,bons
648,5237.910865724998,6512.0,6749.033758437728,5201.5,bons
801,5538.029550263074,6862.0,7455.703356893865,5512.0,bons
590,4872.467565000256,6074.0,5836.4971177762645,4842.5,bons
702,4350.914012248861,5360.0,5427.710226549756,4321.0,bons
615,5247.982680912848,6205.0,6420.36181182419,5203.5,bons
472,4351.789058799273,5320.0,5442.049910267209,4309.0,bons
1216,4940.253744563888,6328.5,6582.480739962517,4869.5,bons
710,5174.953555587869,6552.0,5821.732145779596,5143.0,bons
893,4927.412927584205,6035.0,6191.491956777367,4877.5,bons
671,4537.520929565475,5702.0,6309.675121495435,4487.0,bons
477,4726.838660137908,6020.0,6469.461653615009,4716.5,bons
1050,5929.65457420497,7490.0,9034.995056066848,5882.0,bons
655,4264.439521506558,5184.0,5230.751127501849,4238.0,bons
630,5097.477501526321,6648.0,8627.019516944067,5067.5,bons
527,4923.053141436012,5980.0,7178.569086100147,4900.0,bons
801,5544.569675335044,7120.0,7150.805049806765,5513.0,bons
472,4623.074293030147,5733.0,6648.876943796857,4588.5,bons
578,4129.848530018658,5312.0,6372.7486705121855,4094.5,bons
698,4806.827763706169,6080.0,5590.167867167378,4773.0,bons
640,3833.5157599075023,4466.0,5363.509834548843,3814.0,bons
595,4379.444990832879,5475.0,5442.049910267209,4358.5,bons
629,4190.63324133988,5120.0,5438.907997473931,4175.5,bons
603,4259.89180796472,5146.0,5675.920811406418,4212.5,bons
1109,4279.9504830576,5184.0,5527.864919957857,4234.5,bons
458,4497.651691683229,5490.0,6645.2827784347,4466.5,bons
687,4081.563434084978,4928.0,6259.207193881778,4059.5,bons
1049,4506.659068033088,5670.0,6390.816335414951,4432.5,bons
843,4355.58726240307,5676.0,6155.1930587704055,4308.0,bons
543,3997.691772305932,5168.0,5994.971500098275,3974.0,bons
720,4419.512721663565,5427.0,5643.8977649752305,4390.0,bons
801,3880.1935328376826,4897.0,5811.973446114447,3864.0,bons
543,3406.403038826748,4332.0,4831.79376192176,3379.0,bons
659,3509.927670874091,4332.0,4754.887483453767,3449.5,bons
683,4329.004995669122,5248.0,5406.841709721294,4305.0,bons
763,3850.588438100346,4800.0,4801.419155203298,3830.0,bons
718,3794.224942282736,4776.5,4383.1865267783205,3779.5,bons
543,3510.915227471433,4293.5,4375.122850267404,3485.0,bons
840,4117.965537603641,5229.0,5449.608178260371,4076.5,bons
733,4295.559725218127,5408.0,5958.0579167265605,4253.0,bons
724,4217.06883034937,5368.0,6800.006799576371,4186.5,bons
814,3253.28814610602,3834.0,4203.220307381635,3228.5,bons
687,3285.0164103555576,4248.0,4270.311401780295,3251.0,bons
702,4441.203971935891,5549.0,5656.464428765734,4404.0,bons
683,3519.027724290402,4350.0,4648.172223379732,3503.0,bons
527,4229.699348286305,4902.0,6153.97941714152,4164.5,bons
543,3905.518596920094,4858.0,5340.7331944033185,3877.5,bons
543,3648.8561117635168,4131.0,5476.351595757682,3604.0,bons
570,3575.6451992830816,4189.0,4657.435028668752,3503.0,bons
890,4495.064238627846,5848.0,5941.563735746517,4471.5,bons
710,4414.172172011892,5583.0,5963.053547349713,4386.0,bons
687,3264.274595503142,4144.5,4337.966667410928,3228.0,bons
768,4562.0750673725815,5428.0,6777.830773941881,4499.5,bons
472,3707.576531629594,4560.0,4961.385429162389,3687.5,bons
476,3121.9544759346736,3770.0,3707.271075549505,3096.0,bons
674,2976.701721491426,3886.0,3767.6858850009776,2950.0,bons
801,3778.425357124813,4543.0,4911.979821375625,3758.0,bons
543,2867.531957816046,3536.0,3771.209425210022,2853.0,bons
1065,3812.5009133216704,4928.0,4952.983147858218,3798.0,bons
852,3342.9300383102104,4161.0,4763.464482218342,3325.0,bons
1111,2964.575031523462,3740.0,3657.872658586426,2922.5,bons
710,3846.25959995765,4565.0,5664.257628733736,3808.5,bons
527,3579.7759335799224,4582.0,5230.777534032781,3568.0,bons
1145,3998.821196895502,5270.0,5702.802682973071,3982.5,bons
635,4355.931572003278,5307.0,6699.475488364057,4318.0,bons
724,3100.570726672896,3796.0,4232.115317890462,3077.5,bons
761,3069.48735801762,3944.0,3881.44050486641,3029.5,bons
771,3957.193876890947,4897.0,5588.677662318044,3943.5,bons
524,3409.780438936242,4389.0,4961.385429162389,3394.5,bons
819,2878.4502560517926,3640.0,3961.570708333899,2859.5,bons
903,3669.790990054485,4526.0,4456.820402553469,3633.5,bons
713,3046.2324922188195,3888.0,4450.089177515065,3011.0,bons
959,3200.415530583301,4060.0,4179.126115933187,3168.5,bons
589,3318.191953035925,3990.0,4210.026331884675,3294.5,bons
979,3551.5999852022114,4424.0,5185.224108845866,3514.5,bons
666,3766.9969080719,4592.0,5414.520773199282,3709.5,bons
502,3258.828681485455,3905.0,4243.649238264565,3232.0,bons
734,3383.6914260449134,4180.0,4908.762740726502,3347.0,bons
849,5768.73578621748,7347.0,7089.880734104975,5740.5,bons
1279,5959.805871453285,7376.0,8454.843334195826,5856.0,bons
508,6065.034495406433,7585.0,7851.525059991173,6051.5,bons
807,6340.358648958531,7810.0,10239.270880044765,6302.0,bons
1655,6960.441829864337,8505.0,9621.161972972051,6881.5,bons
832,6176.030278119384,8010.0,7473.114863613809,6139.5,bons
717,5162.669160121192,6354.5,6576.989631105598,5127.0,bons
631,5405.498133399056,6440.0,7071.960849964911,5372.5,bons
939,6503.5660712584495,7680.0,8196.447641560038,6431.5,bons
903,6256.6747915647375,7965.0,8902.488289350933,6214.0,bons
588,7950.280798104131,9810.0,10029.261049136736,7904.5,bons
1083,6794.8009131527515,8640.0,9312.975277572048,6764.0,bons
948,7024.736164653909,8208.0,9733.474239604173,6978.0,bons
1319,6795.82970858884,8181.0,8903.9773408933,6634.5,bons
596,5866.011528478236,7280.0,8276.740078528428,5819.5,bons
1326,5504.546662119666,6900.0,7260.566100079878,5471.0,bons
801,5645.682947257158,7313.0,9030.463401365856,5627.0,bons
532,5883.33393317015,7371.0,6834.268268259813,5864.0,bons
570,6346.348073697427,8000.0,8405.421441968554,6278.0,bons
781,5842.339585135602,7275.0,7651.769733433691,5804.0,bons
683,5239.799894541191,6351.0,6343.719120956524,5198.0,bons
2146,5835.242350196741,7254.0,8724.236255158221,5748.0,bons
754,5679.282847795288,6930.0,7136.17095789204,5619.0,bons
2188,5054.693664605955,6377.5,6827.165728124108,4956.0,bons
880,4779.260023659256,6052.0,6334.263969305242,4742.0,bons
824,5711.02458651912,7238.0,7582.755127509307,5677.0,bons
1185,6105.367828296259,7700.0,8057.245368705532,6084.5,bons
1085,5444.121443087621,6586.0,7203.702106912306,5417.5,bons
1024,5670.095306406111,7144.0,7508.131204225313,5640.0,bons
1199,4973.9677217236185,6216.0,5987.701044660703,4933.0,bons
1167,4482.351614471565,5494.0,5696.518952382239,4417.0,bons
863,5517.6036256407315,6351.0,6645.584827322535,5460.5,bons
807,4664.353394822792,5467.0,5714.1006605072735,4582.5,bons
1150,5339.207085668547,6952.0,7397.5728423406035,5245.0,bons
1493,5513.507356205799,7052.0,6529.523682981419,5497.5,bons
1167,5378.173936664745,6450.0,7331.063398649483,5262.5,bons
781,4606.336601509425,5892.5,6361.753166636514,4561.5,bons
1562,5228.705174438045,6512.0,7377.336312789543,5189.5,bons
781,6300.163241270117,7668.0,9484.122998575449,6259.0,bons
1267,5219.062421444323,6788.0,8644.840282774197,5177.0,bons
872,4528.3291713239405,5550.0,6088.483293572347,4467.5,bons
734,5337.275794522221,6555.0,7580.088216397298,5277.0,bons
527,5717.0832451790975,7371.0,7471.421073421288,5686.5,bons
1086,4930.930189042571,6270.0,7138.514101672903,4853.5,bons
869,4439.129167428367,5695.0,6547.1074087491725,4405.0,bons
998,5439.385864939302,6804.0,6560.512527482974,5407.5,bons
729,4176.0062484837845,4960.0,5656.464428765734,4148.5,bons
437,4787.499680589698,6004.0,5989.68412465343,4774.0,bons
1066,4466.039589810035,5494.0,5641.783857435822,4449.0,bons
849,4467.639598360584,5590.0,6035.755385151888,4428.0,bons
500,4208.084876787803,5130.0,6535.4737626681335,4187.0,bons
801,4782.527281057642,5888.0,6902.108004369718,4762.0,bons
427,4564.233334269495,5561.0,5764.56962859947,4523.0,bons
878,4600.78663239914,5917.5,6689.656977464763,4558.5,bons
781,4520.438005588505,5810.0,6607.338897333692,4470.5,bons
559,4411.236535446184,5840.0,6699.475488364057,4386.5,bons
486,4862.472627863417,5964.0,5933.233034763838,4840.0,bons
602,4473.243584292064,5568.0,6469.3528865884255,4450.5,bons
861,3825.1869862941594,4697.0,5047.878779166005,3799.0,bons
572,3761.973547297995,4758.0,5151.118203186568,3737.0,bons
572,4743.530124331933,5644.0,5826.456636409114,4705.0,bons
998,4261.574525328972,5451.0,5269.261786439725,4237.5,bons
626,4077.336835337809,5100.5,4875.7764259083715,4050.0,bons
409,4418.87525843848,5561.0,5687.094242331224,4395.0,bons
905,4602.208307095907,5845.5,6335.484495382173,4566.5,bons
739,3865.8229108838473,4774.0,4784.1971681347295,3837.0,bons
852,4433.918979143706,5824.0,7239.045191135502,4397.0,bons
800,3700.185100529631,4725.0,4833.364598290771,3668.5,bons
650,3720.7575309329736,4484.0,4877.987165228596,3690.0,bons
744,5000.192889232139,6356.5,6083.629456212069,4972.5,bons
839,3991.009597772255,4992.0,5188.455524350972,3971.5,bons
890,4700.268996471648,5429.0,6716.754448611775,4634.5,bons
1107,4307.372623304428,5420.5,5981.185878714051,4281.5,bons
738,4030.1321621286434,4704.0,5753.382878348522,3983.0,bons
623,4886.687665371326,6177.0,6346.691057550207,4870.0,bons
530,4036.7734596715377,4800.0,4858.957813410613,3994.0,bons
768,3565.8625682995657,4530.5,4487.78850021488,3539.0,bons
590,5036.33327546365,6368.5,6820.334905289146,5006.5,bons
624,5075.650855595297,6110.0,7223.8233655797685,5022.0,bons
689,4297.929407618077,5508.0,5776.7353856830105,4268.5,bons
724,3667.6215175807342,4420.0,4339.421224265161,3652.5,bons
563,3501.0940841055963,4300.0,4380.1377256958385,3479.5,bons
971,4196.746178995699,5184.0,5295.286930285715,4175.5,bons
845,4420.187516200494,5593.5,5532.444510690227,4400.0,bons
625,3386.2717067445556,4248.0,4231.4353227573865,3373.0,bons
639,4364.321177914234,5394.0,6221.166583798524,4327.0,bons
977,3426.7309079936927,4270.0,4201.701105807535,3401.5,bons
458,3847.367360411451,4774.0,5554.519256590857,3838.0,bons
923,4460.564038842947,5808.0,6145.768203584339,4439.5,bons
687,4806.655121736424,6072.0,7400.844948488524,4779.0,bons
461,4244.732498128675,5460.0,6170.900555487081,4237.5,bons
710,3587.819408100979,4484.0,4615.210401533969,3559.0,bons
640,3662.0425600814356,4680.0,4412.070100447649,3630.0,bons
543,4772.310135247822,5963.0,6410.046328063617,4745.0,bons
543,3384.117016414289,4292.0,4605.80707008587,3368.5,bons
979,4184.575186232997,5460.0,6165.403415455602,4159.5,bons
748,4296.714522680169,5372.0,5005.002654777906,4262.5,bons
713,3576.265120915889,4500.0,5055.633247934595,3532.5,bons
500,3717.771476978835,4736.0,4875.778314408155,3679.5,bons
650,3957.0655355175622,4800.0,4869.174579059409,3922.0,bons
973,4090.935700503848,5084.0,5517.230777825826,4051.0,bons
703,4392.41989364413,5568.0,6081.809107095702,4339.5,bons
714,3797.7269821194036,4712.0,4779.171970819114,3765.5,bons
426,3870.615274013762,4960.0,5284.787585305853,3847.0,bons
512,4103.234234411699,5252.5,6315.293148092792,4078.0,bons
934,3559.6333713457207,4473.0,4888.343034990081,3525.0,bons
694,4537.506900046415,5520.0,5493.653602991412,4511.0,bons
580,4093.2438122769618,5214.0,5129.49777933599,4057.5,bons
405,3861.8267859412945,4697.0,5163.156106325462,3811.5,bons
563,3834.5790056678875,4662.0,4608.931573966204,3806.5,bons
422,3619.5503914702244,4189.0,4464.38521938042,3597.5,bons
497,3316.161711810492,4209.0,4204.25927323039,3308.5,bons
680,3345.794467040296,4216.0,4215.591010821946,3324.5,bons
549,3166.0358592274665,3886.0,4029.1189050140288,3132.0,bons
724,3690.8724483148007,4620.0,4771.71852571147,3676.0,bons
724,4023.2553195096652,5080.5,5300.677851590723,4009.5,bons
437,3454.769545004383,4161.0,4358.941881088632,3439.5,bons
440,3137.6623521073607,3850.0,4176.701453972627,3122.0,bons
408,2795.6329420634097,3498.0,3707.8861544024194,2789.0,bons
510,3105.9824866453696,3963.0,3872.0348250884476,3068.5,bons
458,2801.4326006181936,3465.0,3498.9402487251587,2785.0,bons
497,3842.9159313109444,4891.0,4653.959243041472,3823.5,bons
461,3772.214075986674,4582.0,5397.652902989583,3720.0,bons
843,3477.3484545171996,4256.0,4790.952706628995,3463.0,bons
870,3237.6838506186277,4141.5,3734.896003348163,3207.0,bons
395,3800.737475973048,4620.0,5826.110851820885,3752.5,bons
621,3644.6834124179773,4650.0,4727.848951273663,3604.5,bons
504,3296.7721465368586,3996.0,4569.454135302619,3277.5,bons
